48.669422,6.155112,9.138,amphiNord
48.668837,6.154990,111.130,amphiSud
48.668922,6.155363,151.105,salle_E-1.22 
48.669400,6.155340,32.131,salle_N-0.3
48.669439,6.155265,97.145,bureau_2.6
48.669419,6.155269,120.99,bureau_2.7
48.669394,6.155287,200.124,bureau_2.8
48.669350,6.155310,53.105,bureau_2.9
